country,Year,DCI
Belgium,1957,0.846493644
Belgium,1958,0.849535507
Belgium,1959,0.850526733
Belgium,1960,0.851508427
Belgium,1961,0.851060522
Belgium,1962,0.851032646
Belgium,1963,0.853764112
Belgium,1964,0.853157294
Belgium,1965,0.85257053
Belgium,1966,0.852137814
Belgium,1967,0.851781982
Belgium,1968,0.85152824
Belgium,1969,0.851348645
Belgium,1970,0.848081051
Belgium,1971,0.847968806
Belgium,1972,0.844383006
Belgium,1973,0.845551577
Belgium,1974,0.843998295
Belgium,1975,0.842439591
Belgium,1976,0.84233621
Belgium,1977,0.84500567
Belgium,1978,0.846285907
Belgium,1979,0.844908749
Belgium,1980,0.845513203
Belgium,1981,0.846800463
Belgium,1982,0.84611792
Belgium,1983,0.84611792
Belgium,1984,0.844792666
Belgium,1985,0.844773343
Belgium,1986,0.844747589
Belgium,1987,0.846027676
Belgium,1988,0.846478444
Belgium,1989,0.84624774
Belgium,1990,0.843401113
Belgium,1991,0.839853439
Belgium,1992,0.821734283
Belgium,1993,0.812873142
Belgium,1994,0.792711548
Belgium,1995,0.783965815
Belgium,1996,0.78071774
Belgium,1997,0.782127032
Belgium,1998,0.777559456
Belgium,1999,0.77580753
Belgium,2000,0.770438365
Belgium,2001,0.769724021
Belgium,2002,0.769465718
Belgium,2003,0.772830826
Belgium,2004,0.767136931
Belgium,2005,0.762956786
Belgium,2006,0.764541098
Belgium,2007,0.769677812
Belgium,2008,0.746846311
Belgium,2009,0.747261921
Belgium,2010,0.740210497
Belgium,2011,0.736334998
Belgium,2012,0.729134771
Belgium,2013,0.742121875
Belgium,2014,0.742086089
Canada,1816,NA
Canada,1817,NA
Canada,1818,NA
Canada,1819,NA
Canada,1820,NA
Canada,1821,NA
Canada,1822,NA
Canada,1823,NA
Canada,1824,NA
Canada,1825,NA
Canada,1826,NA
Canada,1827,NA
Canada,1828,NA
Canada,1829,NA
Canada,1830,NA
Canada,1831,NA
Canada,1832,NA
Canada,1833,NA
Canada,1834,NA
Canada,1835,NA
Canada,1836,NA
Canada,1837,NA
Canada,1838,NA
Canada,1839,NA
Canada,1840,NA
Canada,1841,NA
Canada,1842,NA
Canada,1843,NA
Canada,1844,NA
Canada,1845,NA
Canada,1846,NA
Canada,1847,NA
Canada,1848,NA
Canada,1849,NA
Canada,1850,NA
Canada,1851,NA
Canada,1852,NA
Canada,1853,NA
Canada,1854,NA
Canada,1855,NA
Canada,1856,NA
Canada,1857,NA
Canada,1858,NA
Canada,1859,NA
Canada,1860,NA
Canada,1861,NA
Canada,1862,NA
Canada,1863,NA
Canada,1864,NA
Canada,1865,NA
Canada,1866,NA
Canada,1867,NA
Canada,1868,NA
Canada,1869,NA
Canada,1870,NA
Canada,1871,NA
Canada,1872,NA
Canada,1873,NA
Canada,1874,NA
Canada,1875,NA
Canada,1876,NA
Canada,1877,NA
Canada,1878,NA
Canada,1879,NA
Canada,1880,NA
Canada,1881,NA
Canada,1882,NA
Canada,1883,NA
Canada,1884,NA
Canada,1885,NA
Canada,1886,NA
Canada,1887,NA
Canada,1888,NA
Canada,1889,NA
Canada,1890,NA
Canada,1891,NA
Canada,1892,NA
Canada,1893,NA
Canada,1894,NA
Canada,1895,NA
Canada,1896,NA
Canada,1897,NA
Canada,1898,NA
Canada,1899,NA
Canada,1900,NA
Canada,1901,NA
Canada,1902,NA
Canada,1903,NA
Canada,1904,NA
Canada,1905,NA
Canada,1906,NA
Canada,1907,NA
Canada,1908,NA
Canada,1909,NA
Canada,1910,NA
Canada,1911,NA
Canada,1912,NA
Canada,1913,NA
Canada,1914,NA
Canada,1915,NA
Canada,1916,NA
Canada,1917,NA
Canada,1918,NA
Canada,1919,NA
Canada,1920,0.615097087
Canada,1921,0.613829955
Canada,1922,0.613131268
Canada,1923,0.6126528
Canada,1924,0.611963363
Canada,1925,0.611194399
Canada,1926,0.610409896
Canada,1927,0.60949956
Canada,1928,0.624600928
Canada,1929,0.607645144
Canada,1930,0.622831488
Canada,1931,0.635116236
Canada,1932,0.621452182
Canada,1933,0.620903342
Canada,1934,0.620427384
Canada,1935,0.604037636
Canada,1936,0.632533824
Canada,1937,0.632120623
Canada,1938,0.631660063
Canada,1939,0.631170665
Canada,1940,0.719854279
Canada,1941,0.903474047
Canada,1942,0.927967741
Canada,1943,0.970816606
Canada,1944,0.968746672
Canada,1945,0.974770826
Canada,1946,0.771226962
Canada,1947,0.765267348
Canada,1948,0.757461439
Canada,1949,0.767509376
Canada,1950,0.763365746
Canada,1951,0.784571639
Canada,1952,0.817605812
Canada,1953,0.817375376
Canada,1954,0.818253364
Canada,1955,0.819226152
Canada,1956,0.820216666
Canada,1957,0.821131505
Canada,1958,0.81842076
Canada,1959,0.817625864
Canada,1960,0.81690911
Canada,1961,0.817523805
Canada,1962,0.816323132
Canada,1963,0.812978102
Canada,1964,0.81187733
Canada,1965,0.810823335
Canada,1966,0.80378842
Canada,1967,0.799574475
Canada,1968,0.798693292
Canada,1969,0.794548894
Canada,1970,0.79033291
Canada,1971,0.7785661
Canada,1972,0.784271826
Canada,1973,0.777268532
Canada,1974,0.776501971
Canada,1975,0.772311374
Canada,1976,0.77158609
Canada,1977,0.77094529
Canada,1978,0.77126052
Canada,1979,0.770720249
Canada,1980,0.772531954
Canada,1981,0.771030925
Canada,1982,0.770382439
Canada,1983,0.769843285
Canada,1984,0.770154864
Canada,1985,0.770473483
Canada,1986,0.771533841
Canada,1987,0.771597093
Canada,1988,0.772429334
Canada,1989,0.771449264
Canada,1990,0.769866329
Canada,1991,0.768453157
Canada,1992,0.764609045
Canada,1993,0.758922676
Canada,1994,0.757425446
